Channel_Name,Channel_ID,Date_of_Publishing,Hour_GMT2,Title,Description,Tags,video_type,View_Count,Like_Count,Comment_Count,Favorite_Count,Definition,Has_Captions,Licensed_Content,Topic_Categories,Video_ID,Duration,Thumbnail_URL
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-27,08:00,Krzysztof Gonciarz: dziewczyny okłamały siebie nawzajem,https://www.instagram.com/zurnalistapl/,,shorts,11729,56,0,0,hd,false,True,22,5U4qyKnPD3Q,PT40S,https://i.ytimg.com/vi/5U4qyKnPD3Q/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,19:00,Nie wszystko pokazałem. Gonciarz o granicach opowieści,https://www.instagram.com/zurnalistapl/,,long,9044,58,5,0,hd,false,True,22,kHnRsDnnI9k,PT1M25S,https://i.ytimg.com/vi/kHnRsDnnI9k/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,18:00,Krzysztof Gonciarz: nie toleruję już braku szacunku,https://www.instagram.com/zurnalistapl/,,shorts,18866,83,17,0,hd,false,True,22,8V-YADL0lkY,PT22S,https://i.ytimg.com/vi/8V-YADL0lkY/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,17:00,Krzysztof Gonciarz – miał problem z używkami?,https://www.instagram.com/zurnalistapl/,,shorts,31145,103,2,0,hd,false,True,22,13irJRBn3Mw,PT14S,https://i.ytimg.com/vi/13irJRBn3Mw/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,16:00,Krzysztof Gonciarz: 2021 to najcięższy rok mojego życia,https://www.instagram.com/zurnalistapl/,,shorts,16871,45,1,0,hd,false,True,22,Jtar-ahFiHQ,PT14S,https://i.ytimg.com/vi/Jtar-ahFiHQ/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,15:00,Ciągły lincz w sieci? Krzysztof Gonciarz,https://www.instagram.com/zurnalistapl/,,shorts,17787,84,2,0,hd,false,True,22,G3cwuWTkaXs,PT33S,https://i.ytimg.com/vi/G3cwuWTkaXs/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,14:01,Czy afera zrujnowała Krzysztofa Gonciarza finansowo?,https://www.instagram.com/zurnalistapl/,,long,12685,68,3,0,hd,false,True,22,pOEfSz10Fgs,PT1M26S,https://i.ytimg.com/vi/pOEfSz10Fgs/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,13:00,Krzysztof Gonciarz: bycie osobą publiczną = mniej praw?,https://www.instagram.com/zurnalistapl/,,shorts,9625,44,3,0,hd,false,True,22,L5jwjvWtEBE,PT53S,https://i.ytimg.com/vi/L5jwjvWtEBE/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,12:01,Jak Krzysztof Gonciarz wspomina Fame MMA?,https://www.instagram.com/zurnalistapl/,,long,9492,65,8,0,hd,false,True,22,hn_uXIhD-rY,PT1M5S,https://i.ytimg.com/vi/hn_uXIhD-rY/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,11:01,Krzysztof Gonciarz – dlaczego to robi publicznie?,https://www.instagram.com/zurnalistapl/,,shorts,18543,126,5,0,hd,false,True,22,ogT2tTi1oGg,PT38S,https://i.ytimg.com/vi/ogT2tTi1oGg/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,10:00,Krzysztof Gonciarz – co się zmieniło na lepsze?,https://www.instagram.com/zurnalistapl/,,shorts,13896,47,2,0,hd,false,True,22,dH1ZMIZ3jR8,PT30S,https://i.ytimg.com/vi/dH1ZMIZ3jR8/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-26,09:00,Największe wsparcie? Kobiety! – Krzysztof Gonciarz,https://www.instagram.com/zurnalistapl/,,shorts,13084,88,5,0,hd,false,True,22,b8lQvlUMR2g,PT40S,https://i.ytimg.com/vi/b8lQvlUMR2g/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,20:00,Krzysztof Gonciarz – stał się mściwy?,https://www.instagram.com/zurnalistapl/,,shorts,15787,61,3,0,hd,false,True,22,ll1NML6ZqX4,PT23S,https://i.ytimg.com/vi/ll1NML6ZqX4/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,18:00,Krzysztof Gonciarz – słowa Żulczyka uderzyły najmocniej?,https://www.instagram.com/zurnalistapl/,,shorts,24910,82,0,0,hd,false,True,22,A3XX6Vh59-M,PT35S,https://i.ytimg.com/vi/A3XX6Vh59-M/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,16:01,Krzysztof Gonciarz: Internet zamienił mnie w ofiarę Hunger Games,https://www.instagram.com/zurnalistapl/,,long,14619,125,6,0,hd,false,True,22,mEn-6dTogow,PT1M19S,https://i.ytimg.com/vi/mEn-6dTogow/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,14:00,Dlaczego nikt nie próbował tego zweryfikować? Krzysztof Gonciarz,https://www.instagram.com/zurnalistapl/,,shorts,11944,65,1,0,hd,false,True,22,0c2oMjaIsQA,PT50S,https://i.ytimg.com/vi/0c2oMjaIsQA/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,12:00,Krzysztof Gonciarz – czym wkurzył te dziewczyny?,https://www.instagram.com/zurnalistapl/,,long,22168,107,9,0,hd,false,True,22,Hko3XedmRBU,PT1M17S,https://i.ytimg.com/vi/Hko3XedmRBU/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,10:00,Krzysztof Gonciarz – czy dalej ma takie lewicowe poglądy?,https://www.instagram.com/zurnalistapl/,,shorts,15313,88,1,0,hd,false,True,22,PSq6J2N9sNI,PT42S,https://i.ytimg.com/vi/PSq6J2N9sNI/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-08-25,07:53,Krzysztof Gonciarz: do swojej racji dochodziłem miesiącami,https://www.instagram.com/zurnalistapl/,,long,13142,69,0,0,hd,false,True,22,S0U8JZ9YZNo,PT1M13S,https://i.ytimg.com/vi/S0U8JZ9YZNo/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-27,19:00,"Nie musimy wracać do każdej traumy, by się uzdrowić - Marianna Gierszewska",,"podcast, cyprian majcher, wywiad, marianna gierszewska, trauma, emocje, psychologia, zdrowie psychiczne, relacje, terapia, rozwój osobisty, samoświadomość, akceptacja, odwaga, dobrostan, okolice ciała, motywacja, inspiracja, tak właśnie mam, samoakceptacja, rozwój duchowy, coaching, rozwój",shorts,3388,70,4,0,hd,false,True,27,cbkm44bO2KE,PT55S,https://i.ytimg.com/vi/cbkm44bO2KE/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-27,17:09,Dlaczego czujesz się zagubiony w życiu? Ukryta przyczyna traumy - Marianna Gierszewska,"Marianna Gierszewska – autorka książek, mówczyni, twórczyni kanału „Okolice Ciała” oraz podcastu „Tak właśnie mam”. W swojej pracy łączy doświadczenie osobiste z wiedzą psychologiczną, pomagając innym w budowaniu samoświadomości, bliskości i wewnętrznego dobrostanu.

Rozmawiamy o cenie, jaką płacimy za życie „w znieczuleniu”, o tym, dlaczego tak łatwo uciekamy w social media zamiast zmierzyć się z emocjami. O kosztach codziennych relacji, odwadze potrzebnej do spotkania z prawdą o sobie, o traumie zapisanej w ciele i mechanizmach obronnych, które chronią w dzieciństwie, ale w dorosłości utrudniają bliskość. O terapii, wyborach i o tym, że prawdziwe zdrowie zaczyna się w kontakcie – ze sobą i z innymi.

__________________________
Więcej materiałów z rozmowy znajdziesz na: 
☚ IG: https://www.instagram.com/cyprianmajcher/
☚ FB: https://www.facebook.com/elitementalitypodcast/


✅ Kliknij SUBSKRYBUJ, by nie przegapić kolejnych odcinków.
👍 Zostaw KOMENTARZ i łapkę w górę, jeśli cenisz wartościowe rozmowy.


Podcast dostępny także na:
☚ Spotify http://tiny.cc/elitementalityspotify
☚ Apple Podcast http://tinny.cc/elitementalityapple

__________________________
☚ Partnerem podcastu jest Solve Labs. 
Naturalne wspomaganie ciała i umysłu na bazie naturalnych ekstraktów. 
Hasło zniżkowe z najwyższą na rynku zniżką: elitementality12
Więcej informacji na stronie https://www.solvelabs.eu

__________________________
☚ Partnerem odcinka jest sklep SFD. 
Zdrowa żywność bez cukru i wysokiej jakości suplementy.
Hasło zniżkowe: ELITEMENTALITY
Więcej informacji na stronie: https://sklep.sfd.pl

__________________________
📩  Współpraca:
Napisz: cyprian.majcher@gmail.com

ROZDZIAŁY:
00:00:00 - Dzisiaj w odcinku.
00:05:24 - Sens i intelektualizacja traumy 
00:07:05 - Praca terapeutyczna z traumą
00:15:16 - Jak rozpoznać najważniejsze traumy
00:19:07 - Wpływ traumy na przekonania systemu
00:21:08 - Wyparcie traumy w relacjach rodzinnych
00:27:58 - Wpływ traumy na relacje w dorosłości
00:30:19 - Neurobiologia traumy i ograniczenia 
00:34:13 - Język traumy i praca z emocjami w terapii
00:38:32 - Adaptacja dzieci do trudnych warunków 
00:42:33 - Proces terapii w relacji z rodzicami
00:47:25 - Wskaźniki zdrowienia i uzdrowienia relacji z rodzicami
00:51:16 - Konsekwencje traumy na tożsamość
00:58:11 - Reakcja na traumę
01:04:09 - Wpływ traumy na ciało - konflikty psychosomatyczne
01:07:07 - Stany znieczulenia jako mechanizmy obronne
01:11:09 - Wewnętrzna gotowość do terapii
01:15:42 - Rozpoznawanie potrzeby uzdrowienia 
01:20:49 - Przejawy uzdrowionej relacji ze sobą
01:25:53 - Dostęp do miłości oraz autentyczności

#psychologia #trauma #zdrowiepsychiczne","podcast, cyprian majcher, wywiad, marianna gierszewska, trauma, emocje, psychologia, zdrowie psychiczne, relacje, terapia, rozwój osobisty, samoświadomość, akceptacja, odwaga, dobrostan, okolice ciała, motywacja, inspiracja, tak właśnie mam, samoakceptacja, rozwój duchowy, coaching, rozwój",long,9687,658,62,0,hd,false,True,27,T9SUrDK4BXc,PT1H31M39S,https://i.ytimg.com/vi/T9SUrDK4BXc/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-27,11:00,Co jego rodzice myślą o wspinaczkach? - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,2922,37,0,0,hd,false,True,22,U_bedQb3emk,PT44S,https://i.ytimg.com/vi/U_bedQb3emk/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-27,06:57,Nie zachęcam nikogo do wspinaczki free solo - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,4004,43,0,0,hd,false,True,22,baUjBaVwR0s,PT51S,https://i.ytimg.com/vi/baUjBaVwR0s/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-26,16:30,Jak przygotowywał się do wspinaczki na Marriott? - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,7178,84,0,0,hd,false,True,22,8WEgTRpVA70,PT35S,https://i.ytimg.com/vi/8WEgTRpVA70/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-26,13:30,Wspinaczka na Mariott. Reklama czy antyreklama? - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,7300,63,1,0,hd,false,True,22,nI_kGDsaBCU,PT51S,https://i.ytimg.com/vi/nI_kGDsaBCU/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-26,10:30,Lekcja pokory w Argentynie - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,9529,87,3,0,hd,false,True,22,95mc7QvTBvg,PT43S,https://i.ytimg.com/vi/95mc7QvTBvg/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-26,07:37,Czy to koniec wieżowców? - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,6095,59,0,0,hd,false,True,22,UVf0CFy-Oss,PT37S,https://i.ytimg.com/vi/UVf0CFy-Oss/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-25,15:30,"Hartuję się, żeby strach mnie nie sparaliżował - Marcin Banot BNT",,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,5315,68,0,0,hd,false,True,22,zg48_AzLQWM,PT49S,https://i.ytimg.com/vi/zg48_AzLQWM/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-25,11:30,Podczas wspinaczki nic nie jest w stanie mnie zdekoncentrować - Marcin Banot BNT,,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,5231,49,5,0,hd,false,True,22,jhL53vxjTac,PT34S,https://i.ytimg.com/vi/jhL53vxjTac/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-25,07:36,"Nie byłem gotowy na Marriott, tam naprawdę się bałem - Marcin Banot BNT",,"podcast, cyprian majcher, wywiad, marcin banot, bnt, polski spiderman, buildering, życie na krawędzi, adrenalina, skyscraper climbing, urban climbing, rooftopping, extreme climbing, polish spiderman, life on the edge",shorts,9426,90,6,0,hd,false,True,22,WQ0ftkSqeWE,PT48S,https://i.ytimg.com/vi/WQ0ftkSqeWE/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-27,17:18,10 Kto Ponosi Winę Za Katyń? – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify:  https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,19217,252,16,0,hd,false,True,27,LKyf3Q0-_zo,PT37S,https://i.ytimg.com/vi/LKyf3Q0-_zo/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-27,12:00,09 Gdyby To Zrobił Psychoterapeuta Dzieciom – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify:  https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,6464,73,0,0,hd,false,True,27,IUE-VfD3w6U,PT37S,https://i.ytimg.com/vi/IUE-VfD3w6U/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-27,11:01,"08 Mam Nadzieję, Że Oni To Usłyszą  – ft. prof. Wojciech Kulesza","Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify:  https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,5176,48,2,0,hd,false,True,27,iIzXD8k6_Uw,PT23S,https://i.ytimg.com/vi/iIzXD8k6_Uw/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-27,10:00,"07 Istnieje Ryzyko, Gdy Przeczyta To Mężczyzna – ft. prof. Wojciech Kulesza","Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify:  https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,13658,175,2,0,hd,false,True,27,HpxbAPQSnMo,PT53S,https://i.ytimg.com/vi/HpxbAPQSnMo/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-27,09:01,06 Czego Nauczymy Się z Historii? – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify:  https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,3469,42,0,0,hd,false,True,27,mIegq1dLd9g,PT23S,https://i.ytimg.com/vi/mIegq1dLd9g/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-27,08:00,05 Dlaczego Warto Czyścić Broń? – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify:  https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,14237,215,9,0,hd,false,True,27,lnnfhy7JpAo,PT56S,https://i.ytimg.com/vi/lnnfhy7JpAo/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-26,18:31,04 Dam Się Dla Ciebie Zabić – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify: https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,8670,80,4,0,hd,false,True,27,hhZ_oyoGbDo,PT26S,https://i.ytimg.com/vi/hhZ_oyoGbDo/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-26,17:45,03 Czego Nauczy Cię Wojsko? – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify: https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,9387,95,13,0,hd,false,True,27,cSVuYoYowMg,PT31S,https://i.ytimg.com/vi/cSVuYoYowMg/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-08-26,17:15,02 Co Jarosław Kaczyński Myśli o Alkoholizmie? – ft. prof. Wojciech Kulesza,"Całość rozmowy oglądaj tutaj: https://youtu.be/kfmlcTyK94M
🎧 Słuchaj na Spotify: https://open.spotify.com/episode/54S8VZ8MXJYUoSN5dRPSk2
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

 #psycholog #wojsko #żołnierz",,shorts,10592,139,1,0,hd,false,True,27,rwHfdRpDZ2Q,PT22S,https://i.ytimg.com/vi/rwHfdRpDZ2Q/default.jpg
